name,municipality,iata_code
Rentschler Heliport,East Hartford,EHT
Tête-à-la-Baleine Airport,Tête-à-la-Baleine,ZTB
Kegaska Airport,Kegaska,ZKG
Chute-Des-Passes/Lac Margane Seaplane Base,Chutes-des-Passes,YWQ
Carutapera Airport,Carutapera,CTP
Donaldson Airport,Kattiniq,YAU
Ottawa / Rockcliffe Seaplane Base,Ottawa,TR7
La Romaine Airport,La Romaine,ZGS
Fontanges Airport,Fontanges,YFG
La Tabatière Airport,La Tabatière,ZLT
Culion Airport,Culion,CUJ
Hollister Municipal Airport,Hollister,HLI
Cape Vogel Airport,,CVL
Chitina Airport,Chitina,CXC
Lefkoniko Airport / Geçitkale Air Base,Lefkoniko (Geçitkale),GEC
Arctic Bay Airport,Arctic Bay,YAB
Cat Lake Airport,Cat Lake,YAC
La Grande-3 Airport,La Grande-3,YAR
Fort Frances Municipal Airport,Fort Frances,YAG
La Grande-4 Airport,La Grande-4,YAH
Alert Bay Airport,Alert Bay,YAL
Sault Ste Marie Airport,Sault Ste Marie,YAM
Kasabonika Airport,Kasabonika,XKS
Kangirsuk Airport,Kangirsuk,YKG
Attawapiskat Airport,Attawapiskat,YAT
St. Anthony Airport,St. Anthony,YAY
Tofino / Long Beach Airport,Tofino,YAZ
Banff Airport,Banff,YBA
Kugaaruk Airport,Kugaaruk,YBB
Baie-Comeau Airport,Baie-Comeau,YBC
Bella Coola Airport,Bella Coola,QBC
Uranium City Airport,Uranium City,YBE
Bonnyville Airport,Bonnyville,YBY
CFB Bagotville,Bagotville,YBG
Baker Lake Airport,Baker Lake,YBK
Campbell River Airport,Campbell River,YBL
Tadoule Lake Airport,Tadoule Lake,XTL
Brandon Municipal Airport,Brandon,YBR
Brochet Airport,Brochet,YBT
Berens River Airport,Berens River,YBV
Lourdes-de-Blanc-Sablon Airport,Blanc-Sablon,YBX
Cartwright Airport,Cartwright,YRF
Cambridge Bay Airport,Cambridge Bay,YCB
Cornwall Regional Airport,Cornwall,YCC
Nanaimo Airport,Nanaimo,YCD
Centralia / James T. Field Memorial Aerodrome,Huron Park,YCE
Castlegar/West Kootenay Regional Airport,Castlegar,YCG
Miramichi Airport,Miramichi,YCH
Chatham Kent Airport,Chatham-Kent,XCM
Charlo Airport,Charlo,YCL
Cochrane Airport,Cochrane,YCN
Kugluktuk Airport,Kugluktuk,YCO
Chetwynd Airport,Chetwynd,YCQ
Cross Lake (Charlie Sinclair Memorial) Airport,Cross Lake,YCR
Chesterfield Inlet Airport,Chesterfield Inlet,YCS
Coronation Airport,Coronation,YCT
Chilliwack Airport,Chilliwack,YCW
Clyde River Airport,Clyde River,YCY
Fairmont Hot Springs Airport,Fairmont Hot Springs,YCZ
Dawson City Airport,Dawson City,YDA
Burwash Airport,Burwash Landing,YDB
Deer Lake Airport,Deer Lake,YDF
Dease Lake Airport,Dease Lake,YDL
Ross River Airport,Ross River,XRR
Dauphin Barker Airport,Dauphin,YDN
Dolbeau St Felicien Airport,Dolbeau-St-Félicien,YDO
Nain Airport,Nain,YDP
Dawson Creek Airport,Dawson Creek,YDQ
Edmonton International Airport,Edmonton,YEG
Arviat Airport,Arviat,YEK
Elliot Lake Municipal Airport,Elliot Lake,YEL
Manitoulin East Municipal Airport,Sheguiandah,YEM
Estevan Airport,Estevan,YEN
Fort Severn Airport,Fort Severn,YER
Edson Airport,Edson,YET
Eureka Airport,Eureka,YEU
Inuvik Mike Zubko Airport,Inuvik,YEV
Amos/Magny Airport,Amos,YEY
Fort Albany Airport,Fort Albany,YFA
Iqaluit Airport,Iqaluit,YFB
Fredericton Airport,Fredericton,YFC
Forestville Airport,Forestville,YFE
Fort Hope Airport,Fort Hope,YFH
Mont-Tremblant International Airport,La Macaza,YTM
Flin Flon Airport,Flin Flon,YFO
Fort Resolution Airport,Fort Resolution,YFR
Fort Simpson Airport,Fort Simpson,YFS
Makkovik Airport,Makkovik,YMN
Texada Gillies Bay Airport,Texada,YGB
Fort Good Hope Airport,Fort Good Hope,YGH
Kingston Norman Rogers Airport,Kingston,YGK
La Grande Rivière Airport,La Grande Rivière,YGL
Gimli Industrial Park Airport,Gimli,YGM
Gods Lake Narrows Airport,Gods Lake Narrows,YGO
Gaspé (Michel-Pouliot) Airport,Gaspé,YGP
Geraldton Greenstone Regional Airport,Geraldton,YGQ
Îles-de-la-Madeleine Airport,Les Îles-de-la-Madeleine,YGR
Igloolik Airport,Igloolik,YGT
Havre-Saint-Pierre Airport,Havre-Saint-Pierre,YGV
Kuujjuarapik Airport,Kuujjuarapik,YGW
Gillam Airport,Gillam,YGX
Grise Fiord Airport,Grise Fiord,YGZ
Quaqtaq Airport,Quaqtaq,YQC
Hudson Bay Airport,Hudson Bay,YHB
Vancouver Harbour Water Aerodrome,Vancouver,CXH
Dryden Regional Airport,Dryden,YHD
Hope Airport / FVRD Regional Airpark,Hope,YHE
Hearst René Fontaine Municipal Airport,Hearst,YHF
Nemiscau Airport,Nemiscau,YNS
Ulukhaktok Holman Airport,Ulukhaktok,YHI
Gjoa Haven Airport,Gjoa Haven,YHK
John C. Munro Hamilton International Airport,Hamilton,YHM
Hornepayne Municipal Airport,Hornepayne,YHN
Hopedale Airport,Hopedale,YHO
Chevery Airport,Chevery,YHR
Haines Junction Airport,Haines Junction,YHT
Montréal / Saint-Hubert Airport,Montréal,YHU
Hay River / Merlyn Carter Airport,Hay River,YHY
Halifax / Stanfield International Airport,Halifax,YHZ
Atikokan Municipal Airport,Atikokan,YIB
Digby / Annapolis Regional Airport,Digby,YDG
St Augustin Airport,St-Augustin,YIF
Ivujivik Airport,Ivujivik,YIK
Pond Inlet Airport,Pond Inlet,YIO
Island Lake Airport,Island Lake,YIV
Jasper Airport,Jasper,YJA
Fort Liard Airport,Fort Liard,YJF
St Jean Airport,St Jean,YJN
Stephenville Airport,Stephenville,YJT
Kamloops John Moose Fulton Field Regional Airport,Kamloops,YKA
Collins Bay Airport,Collins Bay,YKC
Aklavik/Freddie Carmichael Airport,Aklavik,LAK
Waterloo Airport,Kitchener,YKF
Kangiqsujuaq (Wakeham Bay) Airport,Kangiqsujuaq,YWB
Key Lake Airport,Key Lake,YKJ
Schefferville Airport,Schefferville,YKL
Kincardine Municipal Airport,Kincardine,YKD
Akulivik Airport,Akulivik,AKV
Waskaganish Airport,Waskaganish,YKQ
Kirkland Lake Airport,Kirkland Lake,YKX
Kindersley Airport,Kindersley,YKY
Buttonville Municipal Airport,Toronto,YKZ
Aupaluk Airport,Aupaluk,YPJ
Lac La Biche Airport,Lac La Biche,YLB
Kimmirut Airport,Kimmirut,YLC
Chapleau Airport,Chapleau,YLD
Lansdowne House Airport,Lansdowne House,YLH
Meadow Lake Airport,Meadow Lake,YLJ
Lutselk'e Airport,Lutselk'e,YSG
Lloydminster Airport,Lloydminster,YLL
La Tuque Airport,La Tuque,YLQ
Leaf Rapids Airport,Leaf Rapids,YLR
Barrie-Lake Simcoe Regional Airport,Barrie,YLK
Alert Airport,Alert,YLT
Kangiqsualujjuaq (Georges River) Airport,Kangiqsualujjuaq,XGR
Kelowna International Airport,Kelowna,YLW
Chatham Seaplane Base,Chatham,CYM
Mayo Airport,Mayo,YMA
Matane Airport,Matane,YME
Manitouwadge Airport,Manitouwadge,YMG
Mary's Harbour Airport,Mary's Harbour,YMH
Moose Jaw Air Vice Marshal C. M. McEwen Airport,Moose Jaw,YMJ
Charlevoix Airport,Charlevoix,YML
Fort McMurray Airport,Fort McMurray,YMM
Moosonee Airport,Moosonee,YMO
Chapais Airport,Chibougamau,YMT
Umiujaq Airport,Umiujaq,YUD
Maniwaki Airport,Maniwaki,YMW
Montreal International (Mirabel) Airport,Montréal,YMX
Natashquan Airport,Natashquan,YNA
Wemindji Airport,Wemindji,YNC
Ottawa / Gatineau Airport,Gatineau,YND
Norway House Airport,Norway House,YNE
Hudsons Hope Airport,Hudson's Hope,YNH
Langley Airport,Langley Twp,YLY
Points North Landing Airport,Points North Landing,YNL
Matagami Airport,Matagami,YNM
Fort Mackay / Horizon Airport,Fort Mackay,HZP
Ekati Airport,Ekati,YOA
Old Crow Airport,Old Crow,YOC
CFB Cold Lake,Cold Lake,YOD
Oxford House Airport,Oxford House,YOH
High Level Airport,High Level,YOJ
Oshawa Executive Airport,Oshawa,YOO
Rainbow Lake Airport,Rainbow Lake,YOP
Owen Sound / Billy Bishop Regional Airport,Owen Sound,YOS
Ottawa Macdonald-Cartier International Airport,Ottawa,YOW
Prince Albert Glass Field,Prince Albert,YPA
Paulatuk (Nora Aliqatchialuk Ruben) Airport,Paulatuk,YPC
Port Hawkesbury Airport,Port Hawkesbury,YPS
Peace River Airport,Peace River,YPE
Portage-la-Prairie / Southport Airport,Portage la Prairie,YPG
Inukjuak Airport,Inukjuak,YPH
Pickle Lake Airport,Pickle Lake,YPL
Pikangikum Airport,Pikangikum,YPM
Port Menier Airport,Port-Menier,YPN
Peawanuck Airport,Peawanuck,YPO
Peterborough Municipal Airport,Peterborough,YPQ
Prince Rupert Airport,Prince Rupert,YPR
Powell River Airport,Powell River,YPW
Puvirnituq Airport,Puvirnituq,YPX
Fort Chipewyan Airport,Fort Chipewyan,YPY
Burns Lake Airport,Burns Lake,YPZ
Muskoka Airport,Muskoka,YQA
Quebec Jean Lesage International Airport,Quebec,YQB
The Pas Airport,The Pas,YQD
Red Deer Regional Airport,Springbrook,YQF
Windsor Airport,Windsor,YQG
Watson Lake Airport,Watson Lake,YQH
Yarmouth Airport,Yarmouth,YQI
Kenora Airport,Kenora,YQK
Lethbridge County Airport,Lethbridge,YQL
Greater Moncton Roméo LeBlanc International Airport,Moncton,YQM
Nakina Airport,Nakina,YQN
Comox Valley Airport / CFB Comox,Comox,YQQ
Regina International Airport,Regina,YQR
St Thomas Municipal Airport,St Thomas,YQS
Thunder Bay Airport,Thunder Bay,YQT
Grande Prairie Airport,Grande Prairie,YQU
Yorkton Municipal Airport,Yorkton,YQV
North Battleford Airport,North Battleford,YQW
Gander International Airport / CFB Gander,Gander,YQX
Sydney / J.A. Douglas McCurdy Airport,Sydney,YQY
Quesnel Airport,Quesnel,YQZ
Rae Lakes Airport,Gamètì,YRA
Resolute Bay Airport,Resolute Bay,YRB
Rivière-du-Loup Airport,Rivière-du-Loup,YRI
Roberval Airport,Roberval,YRJ
Red Lake Airport,Red Lake,YRL
Rocky Mountain House Airport,Rocky Mountain House,YRM
Ottawa / Rockcliffe Airport,Ottawa,YRO
Trois-Rivières Airport,Trois-Rivières,YRQ
Red Sucker Lake Airport,Red Sucker Lake,YRS
Rankin Inlet Airport,Rankin Inlet,YRT
Revelstoke Airport,Revelstoke,YRV
Sudbury Airport,Sudbury,YSB
Sherbrooke Airport,Sherbrooke,YSC
Canadian Forces Base Suffield Heliport,Ralston,YSD
Squamish Airport,Squamish,YSE
Stony Rapids Airport,Stony Rapids,YSF
Smiths Falls-Montague (Russ Beach) Airport,Smiths Falls,YSH
Saint John Airport,Saint John,YSJ
Sanikiluaq Airport,Sanikiluaq,YSK
Saint-Léonard Airport,Saint-Léonard,YSL
Fort Smith Airport,Fort Smith,YSM
Niagara District Airport,Niagara-on-the-Lake,YCM
Marathon Airport,Marathon,YSP
St. Theresa Point Airport,St. Theresa Point,YST
Summerside Airport,Slemon Park,YSU
Sachs Harbour (David Nasogaluak Jr. Saaryuaq) Airport,Sachs Harbour,YSY
Pembroke Airport,Pembroke,YTA
Cape Dorset Airport,Kinngait,YTE
Alma Airport,Alma,YTF
Thompson Airport,Thompson,YTH
Big Trout Lake Airport,Big Trout Lake,YTL
Tasiujaq Airport,Tasiujaq,YTQ
CFB Trenton,Trenton,YTR
Timmins/Victor M. Power,Timmins,YTS
Billy Bishop Toronto City Centre Airport,Toronto,YTZ
Tuktoyaktuk / James Gruben Airport,Tuktoyaktuk,YUB
Montreal / Pierre Elliott Trudeau International Airport,Montréal,YUL
Naujaat Airport,Repulse Bay,YUT
Hall Beach Airport,Sanirajak,YUX
Rouyn Noranda Airport,Rouyn-Noranda,YUY
Bonaventure Airport,Bonaventure,YVB
La Ronge Airport,La Ronge,YVC
Vermilion Airport,Vermilion,YVG
Vernon Airport,Vernon,YVE
Tommy Kochon Airport,Colville Lake,YCK
Qikiqtarjuaq Airport,Qikiqtarjuaq,YVM
Val-d'Or Airport,Val-d'Or,YVO
Kuujjuaq Airport,Kuujjuaq,YVP
Norman Wells Airport,Norman Wells,YVQ
Vancouver International Airport,Vancouver,YVR
Buffalo Narrows Airport,Buffalo Narrows,YVT
Wiarton Airport,Wiarton,YVV
Deer Lake Airport,Deer Lake,YVZ
Petawawa Airport,Petawawa,YWA
Winnipeg / James Armstrong Richardson International Airport,Winnipeg,YWG
Victoria Harbour Seaplane Base,Victoria,YWH
Déline Airport,Déline,YWJ
Wabush Airport,Wabush,YWK
Williams Lake Airport,Williams Lake,YWL
Webequie Airport,Webequie,YWP
Wrigley Airport,Wrigley,YWY
Cranbrook/Canadian Rockies International Airport,Cranbrook,YXC
Saskatoon John G. Diefenbaker International Airport,Saskatoon,YXE
Medicine Hat Regional Airport,Medicine Hat,YXH
Fort St John Airport,Fort St.John,YXJ
Rimouski Airport,Rimouski,YXK
Sioux Lookout Airport,Sioux Lookout,YXL
Whale Cove Airport,Whale Cove,YXN
Pangnirtung Airport,Pangnirtung,YXP
Beaver Creek Airport,Beaver Creek,YXQ
Earlton (Timiskaming Regional) Airport,Earlton,YXR
Prince George Airport,Prince George,YXS
Northwest Regional Airport Terrace-Kitimat,Terrace,YXT
London Airport,London,YXU
Abbotsford International Airport,Abbotsford,YXX
Whitehorse / Erik Nielsen International Airport,Whitehorse,YXY
Wawa Airport,Wawa,YXZ
North Bay Jack Garland Airport,North Bay,YYB
Calgary International Airport,Calgary,YYC
Smithers Airport,Smithers,YYD
Fort Nelson Airport,Fort Nelson,YYE
Penticton Airport,Penticton,YYF
Charlottetown Airport,Charlottetown,YYG
Taloyoak Airport,Taloyoak,YYH
Victoria International Airport,Victoria,YYJ
Lynn Lake Airport,Lynn Lake,YYL
Cowley Airport,Cowley,YYM
Swift Current Airport,Swift Current,YYN
Churchill Airport,Churchill,YYQ
Goose Bay Airport,Goose Bay,YYR
St. John's International Airport,St. John's,YYT
Kapuskasing Airport,Kapuskasing,YYU
Armstrong Airport,Armstrong,YYW
Mont Joli Airport,Mont-Joli,YYY
Toronto Lester B. Pearson International Airport,Toronto,YYZ
Gore Bay Manitoulin Airport,Gore Bay,YZE
Yellowknife International Airport,Yellowknife,YZF
Salluit Airport,Salluit,YZG
Slave Lake Airport,Slave Lake,YZH
Sandspit Airport,Sandspit,YZP
Chris Hadfield Airport,Sarnia,YZR
Coral Harbour Airport,Coral Harbour,YZS
Port Hardy Airport,Port Hardy,YZT
Whitecourt Airport,Whitecourt,YZU
Sept-Îles Airport,Sept-Îles,YZV
Teslin Airport,Teslin,YZW
CFB Greenwood,Greenwood,YZX
York Landing Airport,York Landing,ZAC
Shuswap Regional Airport,Salmon Arm,YSN
Boundary Bay Airport,Delta,YDT
Ilford Airport,Ilford,ILF
Bathurst Airport,South Tetagouche,ZBF
Bromont (Roland Désourdy) Airport,Bromont,ZBM
Kelsey Airport,Kelsey,KES
Eastmain River Airport,Eastmain River,ZEM
Faro Airport,Faro,ZFA
Fond-Du-Lac Airport,Fond-Du-Lac,ZFD
Pukatawagan Airport,Pukatawagan,XPK
Fort Mcpherson Airport,Fort Mcpherson,ZFM
Tulita Airport,Tulita,ZFN
Grand Forks Airport,Grand Forks,ZGF
Gods River Airport,Gods River,ZGI
Little Grand Rapids Airport,Little Grand Rapids,ZGR
High Prairie Airport,High Prairie,ZHP
Corazón de Jesús Airport,Tupile,CZJ
Jenpeg Airport,Jenpeg,ZJG
Swan River Airport,Swan River,ZJN
Cascade Locks State Airport,Cascade Locks,CZK
Kashechewan Airport,Kashechewan,ZKE
Thicket Portage Airport,Thicket Portage,YTD
Muskrat Dam Airport,Muskrat Dam,MSA
South Cariboo Region / 108 Mile Airport,108 Mile,ZMH
Pikwitonei Airport,Pikwitonei,PIW
Masset Airport,Masset,ZMT
Chisana Airport,Chisana,CZN
Poplar River Airport,Poplar River,XPP
Chistochina Airport,Chistochina,CZO
Sachigo Lake Airport,Sachigo Lake,ZPB
Pincher Creek Airport,Pincher Creek,WPC
Pinehouse Lake Airport,Pinehouse Lake,ZPO
Round Lake (Weagamow Lake) Airport,Round Lake,ZRJ
Sandy Lake Airport,Sandy Lake,ZSJ
South Indian Lake Airport,South Indian Lake,XSI
Stewart Airport,Stewart,ZST
Prince Rupert/Seal Cove Seaplane Base,Prince Rupert,ZSW
Bloodvein River Airport,Bloodvein River,YDV
Shamattawa Airport,Shamattawa,ZTM
Ignace Municipal Airport,Ignace,ZUC
Churchill Falls Airport,Churchill Falls,ZUM
Lac Brochet Airport,Lac Brochet,XLB
Wollaston Lake Airport,Wollaston Lake,ZWL
Canandaigua Airport,Ontario County IDA,IUA
Delta Junction Airport,Delta Junction,DJN
Mostaganem Airport,Sayada,MQV
Blida Airport,Blida,QLD
Bou Saada Airport,Ouled Sidi Brahim,BUJ
Soummam–Abane Ramdane Airport,Béjaïa,BJA
Houari Boumediene Airport,Algiers,ALG
Djanet Inedbirene Airport,Djanet,DJG
Illizi Takhamalt Airport,Illizi,VVZ
Ain Arnat Airport,Sétif,QSF
Aguenar – Hadj Bey Akhamok Airport,Tamanrasset,TMR
Jijel Ferhat Abbas Airport,Tahir,GJL
Mecheria Airport,Mecheria,MZW
Annaba Rabah Bitat Airport,Annaba,AAE
Mohamed Boudiaf International Airport,Constantine,CZL
Oum El Bouaghi Air Base,Oum El Bouaghi,QMH
Cheikh Larbi Tébessi Airport,Tébessi,TEE
Batna Mostefa Ben Boulaid Airport,Batna,BLJ
Daup Airport,,DAF
Hassi R'Mel Airport,Hassi R'Mel,HRM
Tsletsi Airport,Djelfa,QDJ
Dathina Airport,Dathina,DAH
Dabo Airport,,DAO
Abdelhafid Boussouf Bou Chekif Airport,Tiaret,TID
Tindouf Airport,Tindouf,TIN
Chlef Aboubakr Belkaid International Airport,Chlef,CFK
Oran Tafraoui Airport,Tafraoui,TAF
Zenata – Messali El Hadj Airport,Zenata,TLM
Oran Es-Sénia (Ahmed Ben Bella) International Airport,Es-Sénia,ORN
Béchar Boudghene Ben Ali Lotfi Airport,Béchar,CBH
Sidi Bel Abbes Airport,Sidi Bel Abbès,BFW
Ghriss Airport,Ghriss,MUW
El Bayadh Airport,El Bayadh,EBH
In Guezzam Airport,In Guezzam,INF
Bordj Badji Mokhtar Airport,Bordj Badji Mokhtar,BMW
Touat Cheikh Sidi Mohamed Belkebir Airport,Adrar,AZR
Biskra - Mohamed Khider Airport,Biskra,BSK
El Golea Airport,El Menia,ELG
Noumérat - Moufdi Zakaria Airport,El Atteuf,GHA
Hassi Messaoud-Oued Irara Krim Belkacem Airport,Hassi Messaoud,HME
In Salah Airport,In Salah,INZ
Touggourt Sidi Madhi Airport,Touggourt,TGR
Laghouat - Molay Ahmed Medeghri Airport,Laghouat,LOO
Guemar Airport,Guemar,ELU
Timimoun Airport,Timimoun,TMX
Ain Beida Airport,Ouargla,OGX
Zarzaitine - In Aménas Airport,In Aménas,IAM
Cadjehoun Airport,Cotonou,COO
Djougou Airport,Djougou,DJA
Kandi Airport,Kandi,KDC
Natitingou Airport,Natitingou,NAE
Parakou Airport,Parakou,PKO
Savé Airport,Savé,SVF
Baicheng Chang'an Airport,Baicheng,DBC
Dutch Bay SPB,Kalpitiya Island,DBK
Debepare Airport,Debepare,DBP
Dambulu Oya Tank Seaplane Base,Dambulla,DBU
Dubai Creek SPB,Dubai,DCG
Dahl Creek Airport,Dahl Creek,DCK
Dodoima Airport,,DDM
Deqing Moganshan Airport,Huzhou,DEQ
Derim Airport,Derim,DER
Nop Goliat Dekai Airport,Dekai,DEX
Kaya Airport,Kaya,XKY
Ouahigouya Airport,Ouahigouya,OUG
Djibo Airport,Djibo,XDJ
Leo Airport,Leo,XLU
Po Airport,Po,PUP
Boulsa Airport,Boulsa,XBO
Bogande Airport,Bogande,XBG
Diapaga Airport,Diapaga,DIP
Dori Airport,Dori,DOR
Fada N'gourma Airport,Fada N'gourma,FNG
Gorom-Gorom Airport,Gorom-Gorom,XGG
Kantchari Airport,Kantchari,XKA
Tambao Airport,Tambao,TMQ
Pama Airport,Pama,XPA
Arly Airport,Arly,ARL
Sebba Airport,Sebba,XSE
Tenkodogo Airport,Tenkodogo,TEG
Zabré Airport,Zabré,XZA
Ouagadougou Airport,Ouagadougou,OUA
Banfora Airport,Banfora,BNR
Dedougou Airport,Dedougou,DGU
Gaoua Airport,Gaoua,XGA
Nouna Airport,Nouna,XNU
Bobo Dioulasso Airport,Bobo Dioulasso,BOY
Tougan Airport,Tougan,TUQ
Diebougou Airport,Diebougou,XDE
Aribinda Airport,Aribinda,XAR
Kotoka International Airport,Accra,ACC
Tamale Airport,Tamale,TML
Dandugama Seaplane Base,Colombo,DGM
Kumasi Airport,Kumasi,KMS
Sunyani Airport,Sunyani,NYI
Takoradi Airport,Sekondi-Takoradi,TKD
Deer Harbor SPB,Deer Harbor,DHB
Dalnegorsk Airport,Dalnegorsk,DHG
Ad-Dali Airport,Ad-Dali,DHL
Aboisso Airport,Aboisso,ABO
Félix-Houphouët-Boigny International Airport,Abidjan,ABJ
Abengourou Airport,Abengourou,OGO
Boundiali Airport,Boundiali,BXI
Bouaké Airport,Bouaké,BYK
Bouna Airport,Bouna,BQO
Soko Airport,Bondoukou,BDK
Dimbokro Airport,Dimbokro,DIM
Daloa Airport,,DJO
Gagnoa Airport,Gagnoa,GGN
Guiglo Airport,Guiglo,GGO
Nero-Mer Airport,Grand-Béréby,BBV
Korhogo Airport,Korhogo,HGO
Man Airport,,MJC
Odienne Airport,Odienne,KEO
Ouango Fitini Airport,Ouango Fitini,OFI
Séguéla Airport,Séguéla,SEO
San Pedro Airport,,SPY
Sassandra Airport,Sassandra,ZSS
Tabou Airport,Tabou,TXU
Mahana Airport,Touba,TOZ
Mawella Lagoon Seaplane Base,Dickwella,DIW
Yamoussoukro Airport,Yamoussoukro,ASK
Dalnerechensk Airport,Dalnerechensk,DLR
Katsina Airport,Katsina,DKA
Nnamdi Azikiwe International Airport,Abuja,ABV
Akwa Ibom International Airport,Uyo,QUO
Akure Airport,Akure,AKR
Asaba International Airport,Asaba,ABB
Sir Abubakar Tafawa Balewa International Airport,Bauchi,BCU
Benin Airport,Benin,BNI
Margaret Ekpo International Airport,Calabar,CBQ
Akanu Ibiam International Airport,Enegu,ENU
Ibadan Airport,Ibadan,IBA
Ilorin International Airport,Ilorin,ILR
Sam Mbakwe International Airport,Owerri,QOW
Yakubu Gowon Airport,Jos,JOS
Kaduna Airport,Kaduna,KAD
Mallam Aminu International Airport,Kano,KAN
Maiduguri International Airport,Maiduguri,MIU
Makurdi Airport,Makurdi,MDI
Murtala Muhammed International Airport,Lagos,LOS
Minna Airport,Minna,MXJ
Port Harcourt International Airport,Port Harcourt,PHC
Sadiq Abubakar III International Airport,Sokoto,SKO
Yola Airport,Yola,YOL
Zaria Airport,Zaria,ZAR
Dorobisoro Airport,Dorobisoro,DOO
Deputatskiy Airport,Deputatskiy,DPT
Daqing Sa'ertu Airport,Daqing,DQA
Maradi Airport,Maradi,MFQ
Diori Hamani International Airport,Niamey,NIM
Tahoua Airport,Tahoua,THZ
Mano Dayak International Airport,Agadez,AJY
Arlit Airport,Arlit,RLT
Zinder Airport,Zinder,ZND
Dilasag Airport,Dilasag,DSG
Tabarka-Aïn Draham International Airport,Tabarka,TBJ
Monastir Habib Bourguiba International Airport,Monastir,MIR
Enfidha - Hammamet International Airport,Enfidha,NBE
Tunis Carthage International Airport,Tunis,TUN
Gafsa Ksar International Airport,Gafsa,GAF
Gabès Matmata International Airport,Gabès,GAE
Djerba Zarzis International Airport,Mellita,DJE
El Borma Airport,El Borma,EBM
Sfax Thyna International Airport,Sfax,SFA
Tozeur Nefta International Airport,Tozeur,TOE
Andavadoaka Airport,Andavadoaka,DVD
Diyawanna Oya Seaplane Base,Sri Jayawardenepura Kotte,DWO
Dwyer Airport,Reg,DWR
Niamtougou International Airport,Niamtougou,LRL
Lomé–Tokoin International Airport,Lomé,LFW
Dazhou Jinya Airport,Dazhou (Dachuan),DZH
Elenak Airport,Mejato Island,EAL
Antwerp International Airport (Deurne),Antwerp,ANR
Brussels Airport,Zaventem,BRU
Brussels South Charleroi Airport,Brussels,CRL
Wevelgem Airport,Wevelgem,KJK
Liège Airport,Liège,LGG
Ebon Airport,Ebon Atoll,EBO
Ostend-Bruges International Airport,Ostend,OST
Méndez Airport,Santiago de Méndez,MZD
Edna Bay Seaplane Base,Edna Bay,EDA
Altenburg-Nobitz Airport,Altenburg,AOC
Heringsdorf Airport,Heringsdorf,HDF
Riesa-Göhlis Airport,Riesa,IES
Rechlin-Lärz Airport,Lärz,REB
Cochstedt Airport,Magdeburg,CSO
Barth Airport,,BBH
Neubrandenburg Airport,Neubrandenburg,FNB
Flugplatz Güttin / Rügen,Rügen,GTI
Köthen Airport,Köthen,KOQ
Peenemünde Airport,Peenemünde,PEF
Berlin Brandenburg Airport,Berlin,BER
Dresden Airport,Dresden,DRS
Erfurt Airport,Erfurt,ERF
Frankfurt Airport,Frankfurt am Main,FRA
Münster Osnabrück Airport,Münster,FMO
Hamburg Helmut Schmidt Airport,Hamburg,HAM
Cologne Bonn Airport,Köln (Cologne),CGN
